                                         s                                         | ind 
 5326781946741953281982345678215679434598 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946741953281982345678219674534568 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946741953281982345678219674534598 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946741953281982345678295617434568 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946741953281982345678297614534568 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946741953281983425678215679434568 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946741953281983425678215679434598 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946741953281983425678217649534568 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946741953281983425678217649534598 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946741953281983425678219647534568 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946741953281983425678219647534598 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946741953281983425678219674534568 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946741953281983425678219674534598 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946741953281983425678295617434568 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946741953281983425678297614534568 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946741958321982345678159674234268 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946741958321982345678159674234298 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946741958321982345678195674234258 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946741958321982345678195674234268 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946741958321982345678195674234568 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946741958321982345678215679434568 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946741958321982345678215679434598 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946741958321982345678219674534568 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946741958321982345678219674534598 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946741958321982345678295617434568 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946741958321982345678297614534568 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946741958321982345678519674234268 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946741958321982345678519674234298 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946741958321982345678597614234268 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946741958321983425678157649234268 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946741958321983425678157649234298 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946741958321983425678159647234268 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946741958321983425678159647234298 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946741958321983425678159674234268 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946741958321983425678159674234298 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946741958321983425678195647234258 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946741958321983425678195647234268 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946741958321983425678195647234568 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946741958321983425678195674234258 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946741958321983425678195674234268 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946741958321983425678195674234568 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946741958321983425678215679434568 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946741958321983425678215679434598 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946741958321983425678217649534568 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946741958321983425678217649534598 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946741958321983425678219647534568 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946741958321983425678219647534598 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946741958321983425678219674534568 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946741958321983425678219674534598 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946741958321983425678295617434568 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946741958321983425678297614534568 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946741958321983425678517649234268 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946741958321983425678517649234298 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946741958321983425678519647234268 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946741958321983425678519647234298 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946741958321983425678519674234268 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946741958321983425678519674234298 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946741958321983425678597614234268 3  17   2   6 6    28    419  5    8  79 |  41
 5326789146471953281982345678215674934568 3  17   2   6 6    28    419  5    8  79 |  41
 5326789146471953281982345678215674934598 3  17   2   6 6    28    419  5    8  79 |  41
 5326789146471953281982345678219674534568 3  17   2   6 6    28    419  5    8  79 |  41
 5326789146471953281982345678219674534598 3  17   2   6 6    28    419  5    8  79 |  41
 5326789146471953281982345678295617434568 3  17   2   6 6    28    419  5    8  79 |  41
 5326789146471953281982345678297614534568 3  17   2   6 6    28    419  5    8  79 |  41
 5326789146471953281983425678215647934568 3  17   2   6 6    28    419  5    8  79 |  41
 5326789146471953281983425678215647934598 3  17   2   6 6    28    419  5    8  79 |  41
 5326789146471953281983425678215674934568 3  17   2   6 6    28    419  5    8  79 |  41
 5326789146471953281983425678215674934598 3  17   2   6 6    28    419  5    8  79 |  41
 5326789146471953281983425678219647534568 3  17   2   6 6    28    419  5    8  79 |  41
 5326789146471953281983425678219647534598 3  17   2   6 6    28    419  5    8  79 |  41
 5326789146471953281983425678219674534568 3  17   2   6 6    28    419  5    8  79 |  41
 5326789146471953281983425678219674534598 3  17   2   6 6    28    419  5    8  79 |  41
 5326789146471953281983425678295617434568 3  17   2   6 6    28    419  5    8  79 |  41
 5326789146471953281983425678297614534568 3  17   2   6 6    28    419  5    8  79 |  41
 5326789146471958321982345678159674234268 3  17   2   6 6    28    419  5    8  79 |  41
 5326789146471958321982345678159674234298 3  17   2   6 6    28    419  5    8  79 |  41
 5326789146471958321982345678195674234258 3  17   2   6 6    28    419  5    8  79 |  41
 5326789146471958321982345678195674234268 3  17   2   6 6    28    419  5    8  79 |  41
 5326789146471958321982345678195674234568 3  17   2   6 6    28    419  5    8  79 |  41
 5326789146471958321982345678215674934568 3  17   2   6 6    28    419  5    8  79 |  41
 5326789146471958321982345678215674934598 3  17   2   6 6    28    419  5    8  79 |  41
 5326789146471958321982345678219674534568 3  17   2   6 6    28    419  5    8  79 |  41
 5326789146471958321982345678219674534598 3  17   2   6 6    28    419  5    8  79 |  41
 5326789146471958321982345678295617434568 3  17   2   6 6    28    419  5    8  79 |  41
 5326789146471958321982345678297614534568 3  17   2   6 6    28    419  5    8  79 |  41
 5326789146471958321982345678519674234268 3  17   2   6 6    28    419  5    8  79 |  41
 5326789146471958321982345678519674234298 3  17   2   6 6    28    419  5    8  79 |  41
 5326789146471958321982345678597614234268 3  17   2   6 6    28    419  5    8  79 |  41
 5326789146471958321983425678159647234268 3  17   2   6 6    28    419  5    8  79 |  41
 5326789146471958321983425678159647234298 3  17   2   6 6    28    419  5    8  79 |  41
 5326789146471958321983425678159674234268 3  17   2   6 6    28    419  5    8  79 |  41
 5326789146471958321983425678159674234298 3  17   2   6 6    28    419  5    8  79 |  41
 5326789146471958321983425678195647234258 3  17   2   6 6    28    419  5    8  79 |  41
 5326789146471958321983425678195647234268 3  17   2   6 6    28    419  5    8  79 |  41
 5326789146471958321983425678195647234568 3  17   2   6 6    28    419  5    8  79 |  41
 5326789146471958321983425678195674234258 3  17   2   6 6    28    419  5    8  79 |  41
 5326789146471958321983425678195674234268 3  17   2   6 6    28    419  5    8  79 |  41
 5326789146471958321983425678195674234568 3  17   2   6 6    28    419  5    8  79 |  41
 5326789146471958321983425678215647934568 3  17   2   6 6    28    419  5    8  79 |  41
 5326789146471958321983425678215647934598 3  17   2   6 6    28    419  5    8  79 |  41
 5326789146471958321983425678215674934568 3  17   2   6 6    28    419  5    8  79 |  41
 5326789146471958321983425678215674934598 3  17   2   6 6    28    419  5    8  79 |  41
 5326789146471958321983425678219647534568 3  17   2   6 6    28    419  5    8  79 |  41
 5326789146471958321983425678219647534598 3  17   2   6 6    28    419  5    8  79 |  41
 5326789146471958321983425678219674534568 3  17   2   6 6    28    419  5    8  79 |  41
 5326789146471958321983425678219674534598 3  17   2   6 6    28    419  5    8  79 |  41
 5326789146471958321983425678295617434568 3  17   2   6 6    28    419  5    8  79 |  41
 5326789146471958321983425678297614534568 3  17   2   6 6    28    419  5    8  79 |  41
 5326789146471958321983425678519647234268 3  17   2   6 6    28    419  5    8  79 |  41
 5326789146471958321983425678519647234298 3  17   2   6 6    28    419  5    8  79 |  41
 5326789146471958321983425678519674234268 3  17   2   6 6    28    419  5    8  79 |  41
 5326789146471958321983425678519674234298 3  17   2   6 6    28    419  5    8  79 |  41
 5326789146471958321983425678597614234268 3  17   2   6 6    28    419  5    8  79 |  41
 5326789146741953281982345678215674934568 3  17   2   6 6    28    419  5    8  79 |  41
 5326789146741953281982345678215674934598 3  17   2   6 6    28    419  5    8  79 |  41
 5326789146741953281982345678219674534568 3  17   2   6 6    28    419  5    8  79 |  41
 5326789146741953281982345678219674534598 3  17   2   6 6    28    419  5    8  79 |  41
 5326789146741953281982345678295617434568 3  17   2   6 6    28    419  5    8  79 |  41
 5326789146741953281982345678297614534568 3  17   2   6 6    28    419  5    8  79 |  41
 5326789146741953281983425678215647934568 3  17   2   6 6    28    419  5    8  79 |  41
 5326789146741953281983425678215647934598 3  17   2   6 6    28    419  5    8  79 |  41
 5326789146741953281983425678215674934568 3  17   2   6 6    28    419  5    8  79 |  41
 5326789146741953281983425678215674934598 3  17   2   6 6    28    419  5    8  79 |  41
 5326789146741953281983425678219647534568 3  17   2   6 6    28    419  5    8  79 |  41
 5326789146741953281983425678219647534598 3  17   2   6 6    28    419  5    8  79 |  41
 5326789146741953281983425678219674534568 3  17   2   6 6    28    419  5    8  79 |  41
 5326789146741953281983425678219674534598 3  17   2   6 6    28    419  5    8  79 |  41
 5326789146741953281983425678295617434568 3  17   2   6 6    28    419  5    8  79 |  41
 5326789146741953281983425678297614534568 3  17   2   6 6    28    419  5    8  79 |  41
 5326789146741958321982345678159674234268 3  17   2   6 6    28    419  5    8  79 |  41
 5326789146741958321982345678159674234298 3  17   2   6 6    28    419  5    8  79 |  41
 5326789146741958321982345678195674234258 3  17   2   6 6    28    419  5    8  79 |  41
 5326789146741958321982345678195674234268 3  17   2   6 6    28    419  5    8  79 |  41
 5326789146741958321982345678195674234568 3  17   2   6 6    28    419  5    8  79 |  41
 5326789146741958321982345678215674934568 3  17   2   6 6    28    419  5    8  79 |  41
 5326789146741958321982345678215674934598 3  17   2   6 6    28    419  5    8  79 |  41
 5326789146741958321982345678219674534568 3  17   2   6 6    28    419  5    8  79 |  41
 5326789146741958321982345678219674534598 3  17   2   6 6    28    419  5    8  79 |  41
 5326789146741958321982345678295617434568 3  17   2   6 6    28    419  5    8  79 |  41
 5326789146741958321982345678297614534568 3  17   2   6 6    28    419  5    8  79 |  41
 5326789146741958321982345678519674234268 3  17   2   6 6    28    419  5    8  79 |  41
 5326789146741958321982345678519674234298 3  17   2   6 6    28    419  5    8  79 |  41
 5326789146741958321982345678597614234268 3  17   2   6 6    28    419  5    8  79 |  41
 5326789146741958321983425678159647234268 3  17   2   6 6    28    419  5    8  79 |  41
 5326789146741958321983425678159647234298 3  17   2   6 6    28    419  5    8  79 |  41
 5326789146741958321983425678159674234268 3  17   2   6 6    28    419  5    8  79 |  41
 5326789146741958321983425678159674234298 3  17   2   6 6    28    419  5    8  79 |  41
 5326789146741958321983425678195647234258 3  17   2   6 6    28    419  5    8  79 |  41
 5326789146741958321983425678195647234268 3  17   2   6 6    28    419  5    8  79 |  41
 5326789146741958321983425678195647234568 3  17   2   6 6    28    419  5    8  79 |  41
 5326789146741958321983425678195674234258 3  17   2   6 6    28    419  5    8  79 |  41
 5326789146741958321983425678195674234268 3  17   2   6 6    28    419  5    8  79 |  41
 5326789146741958321983425678195674234568 3  17   2   6 6    28    419  5    8  79 |  41
 5326789146741958321983425678215647934568 3  17   2   6 6    28    419  5    8  79 |  41
 5326789146741958321983425678215647934598 3  17   2   6 6    28    419  5    8  79 |  41
 5326789146741958321983425678215674934568 3  17   2   6 6    28    419  5    8  79 |  41
 5326789146741958321983425678215674934598 3  17   2   6 6    28    419  5    8  79 |  41
 5326789146741958321983425678219647534568 3  17   2   6 6    28    419  5    8  79 |  41
 5326789146741958321983425678219647534598 3  17   2   6 6    28    419  5    8  79 |  41
 5326789146741958321983425678219674534568 3  17   2   6 6    28    419  5    8  79 |  41
 5326789146741958321983425678219674534598 3  17   2   6 6    28    419  5    8  79 |  41
 5326789146741958321983425678295617434568 3  17   2   6 6    28    419  5    8  79 |  41
 5326789146741958321983425678297614534568 3  17   2   6 6    28    419  5    8  79 |  41
 5326789146741958321983425678519647234268 3  17   2   6 6    28    419  5    8  79 |  41
